,ID,imdbID,Title,Year,mpaaRating,Runtime,Genre,Released,Director,Writer,Cast,imdbRating,imdbVotes,Language,Country,Oscars,numericRating,Meter,Reviews,Fresh,Rotten,userMeter,userRating,userReviews,BoxOffice,Production
0,4972,tt0004972,The Birth of a Nation,1915,Not Rated,165.0,"Drama, History, Romance",1915-03-03,D.W. Griffith,"Thomas F. Dixon Jr. (adapted from his novel: ""The Clansman: An Historical Romance of the Ku Klux Klan""), Thomas F. Dixon Jr. (play), Thomas F. Dixon Jr. (novel), D.W. Griffith, Frank E. Woods","Lillian Gish, Mae Marsh, Henry B. Walthall, Miriam Cooper",6.9,13793.0,,USA,0,8.0,100,38,38,0,58.0,3.3,4034.0,,Gravitas
